Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer
50,55,75,5.5,1000,35,Urea
55,55,75,5.5,1000,35,Urea
60,55,75,5.5,1000,35,Urea
40,60,80,6,900,20,Urea
45,60,80,6,900,20,Urea
50,60,80,6,900,20,Urea
55,60,80,6,900,20,Urea
60,60,80,6,900,20,Urea
40,40,65,6.5,1000,25,Ammonium Sulphate
45,40,65,6.5,1000,25,Ammonium Sulphate
50,40,65,6.5,1000,25,Ammonium Sulphate
55,40,65,6.5,1000,25,Ammonium Sulphate
60,40,65,6.5,1000,25,Ammonium Sulphate
40,45,70,5.5,900,30,Ammonium Sulphate
45,45,70,5.5,900,30,Ammonium Sulphate
50,45,70,5.5,900,30,Ammonium Sulphate
55,45,70,5.5,900,30,Ammonium Sulphate
60,45,70,5.5,900,30,Ammonium Sulphate
40,50,75,6,1000,35,Ammonium Sulphate
45,50,75,6,1000,35,Ammonium Sulphate
50,50,75,6,1000,35,Ammonium Sulphate
55,50,75,6,1000,35,Ammonium Sulphate
60,50,75,6,1000,35,Ammonium Sulphate
40,55,80,6.5,900,20,Ammonium Sulphate
45,55,80,6.5,900,20,Ammonium Sulphate
50,55,80,6.5,900,20,Ammonium Sulphate
55,55,80,6.5,900,20,Ammonium Sulphate
60,55,80,6.5,900,20,Ammonium Sulphate
40,60,60,5.5,1000,25,Ammonium Sulphate
45,60,60,5.5,1000,25,Ammonium Sulphate
50,60,60,5.5,1000,25,Ammonium Sulphate
55,60,60,5.5,1000,25,Ammonium Sulphate
60,60,60,5.5,1000,25,Ammonium Sulphate
40,40,70,6,900,30,DAP
45,40,70,6,900,30,DAP
50,40,70,6,900,30,DAP
55,40,70,6,900,30,DAP
60,40,70,6,900,30,DAP
40,45,75,6.5,1000,35,DAP
45,45,75,6.5,1000,35,DAP
50,45,75,6.5,1000,35,DAP
55,45,75,6.5,1000,35,DAP
60,45,75,6.5,1000,35,DAP
40,50,80,5.5,900,20,DAP
45,50,80,5.5,900,20,DAP
50,50,80,5.5,900,20,DAP
55,50,80,5.5,900,20,DAP
60,50,80,5.5,900,20,DAP
40,55,60,6,1000,25,DAP
45,55,60,6,1000,25,DAP
50,55,60,6,1000,25,DAP
55,55,60,6,1000,25,DAP
60,55,60,6,1000,25,DAP
40,60,65,6.5,900,30,DAP
45,60,65,6.5,900,30,DAP
50,60,65,6.5,900,30,DAP
55,60,65,6.5,900,30,DAP
60,60,65,6.5,900,30,DAP
40,40,75,5.5,1000,35,Urea
45,40,75,5.5,1000,35,Urea
50,40,75,5.5,1000,35,Urea
55,40,75,5.5,1000,35,Urea
60,40,75,5.5,1000,35,Urea
40,45,80,6,900,20,Urea
45,45,80,6,900,20,Urea
50,45,80,6,900,20,Urea
55,45,80,6,900,20,Urea
60,45,80,6,900,20,Urea
40,50,60,6.5,1000,25,Urea
45,50,60,6.5,1000,25,Urea
50,50,60,6.5,1000,25,Urea
55,50,60,6.5,1000,25,Urea
60,50,60,6.5,1000,25,Urea
40,55,65,5.5,900,30,Urea
45,55,65,5.5,900,30,Urea
50,55,65,5.5,900,30,Urea
55,55,65,5.5,900,30,Urea
60,55,65,5.5,900,30,Urea
40,60,70,6,1000,35,Urea
45,60,70,6,1000,35,Urea
50,60,70,6,1000,35,Urea
55,60,70,6,1000,35,Urea
60,60,70,6,1000,35,Urea
40,40,80,6.5,900,20,Ammonium Sulphate
45,40,80,6.5,900,20,Ammonium Sulphate
50,40,80,6.5,900,20,Ammonium Sulphate
55,40,80,6.5,900,20,Ammonium Sulphate
60,40,80,6.5,900,20,Ammonium Sulphate
40,45,60,5.5,1000,25,Ammonium Sulphate
45,45,60,5.5,1000,25,Ammonium Sulphate
50,45,60,5.5,1000,25,Ammonium Sulphate
55,45,60,5.5,1000,25,Ammonium Sulphate
60,45,60,5.5,1000,25,Ammonium Sulphate
40,50,65,6,900,30,Ammonium Sulphate
45,50,65,6,900,30,Ammonium Sulphate
50,50,65,6,900,30,Ammonium Sulphate
55,50,65,6,900,30,Ammonium Sulphate
60,50,65,6,900,30,Ammonium Sulphate
40,55,70,6.5,1000,35,Ammonium Sulphate
45,55,70,6.5,1000,35,Ammonium Sulphate
50,55,70,6.5,1000,35,Ammonium Sulphate
55,55,70,6.5,1000,35,Ammonium Sulphate
60,55,70,6.5,1000,35,Ammonium Sulphate
40,60,75,5.5,900,20,Ammonium Sulphate
45,60,75,5.5,900,20,Ammonium Sulphate
50,60,75,5.5,900,20,Ammonium Sulphate
55,60,75,5.5,900,20,Ammonium Sulphate
60,60,75,5.5,900,20,Ammonium Sulphate
50,50,40,5.5,900,20,Urea
55,50,40,5.5,900,20,Urea
60,50,40,5.5,900,20,Urea
50,55,45,6,1000,25,Urea
55,55,45,6,1000,25,Urea
60,55,45,6,1000,25,Urea
50,60,50,6.5,900,30,Urea
55,60,50,6.5,900,30,Urea
60,60,50,6.5,900,30,Urea
50,50,45,7,1000,20,Ferrous Sulphate
55,50,45,7,1000,20,Ferrous Sulphate
60,50,45,7,1000,20,Ferrous Sulphate
50,55,50,7.5,900,25,Ferrous Sulphate
55,55,50,7.5,900,25,Ferrous Sulphate
60,55,50,7.5,900,25,Ferrous Sulphate
50,60,40,5.5,1000,30,Ferrous Sulphate
55,60,40,5.5,1000,30,Ferrous Sulphate
60,60,40,5.5,1000,30,Ferrous Sulphate
50,50,50,6,900,20,White Potash
55,50,50,6,900,20,White Potash
60,50,50,6,900,20,White Potash
50,55,40,6.5,1000,25,White Potash
55,55,40,6.5,1000,25,White Potash
60,55,40,6.5,1000,25,White Potash
50,60,45,7,900,30,White Potash
55,60,45,7,900,30,White Potash
60,60,45,7,900,30,White Potash
60,40,40,6,500,15,19:19:19 NPK
65,40,40,6,500,15,19:19:19 NPK
70,40,40,6,500,15,19:19:19 NPK
75,40,40,6,500,15,19:19:19 NPK
80,40,40,6,500,15,19:19:19 NPK
60,45,45,6.5,600,20,19:19:19 NPK
65,45,45,6.5,600,20,19:19:19 NPK
70,45,45,6.5,600,20,19:19:19 NPK
75,45,45,6.5,600,20,19:19:19 NPK
80,45,45,6.5,600,20,19:19:19 NPK
60,50,50,7,700,25,19:19:19 NPK
65,50,50,7,700,25,19:19:19 NPK
70,50,50,7,700,25,19:19:19 NPK
75,50,50,7,700,25,19:19:19 NPK
80,50,50,7,700,25,19:19:19 NPK
60,55,55,7.5,500,15,19:19:19 NPK
65,55,55,7.5,500,15,19:19:19 NPK
70,55,55,7.5,500,15,19:19:19 NPK
75,55,55,7.5,500,15,19:19:19 NPK
80,55,55,7.5,500,15,19:19:19 NPK
60,60,60,6,600,20,19:19:19 NPK
65,60,60,6,600,20,19:19:19 NPK
70,60,60,6,600,20,19:19:19 NPK
75,60,60,6,600,20,19:19:19 NPK
80,60,60,6,600,20,19:19:19 NPK
60,40,45,6.5,700,25,Urea
65,40,45,6.5,700,25,Urea
70,40,45,6.5,700,25,Urea
75,40,45,6.5,700,25,Urea
80,40,45,6.5,700,25,Urea
60,45,50,7,500,15,Urea
65,45,50,7,500,15,Urea
70,45,50,7,500,15,Urea
75,45,50,7,500,15,Urea
80,45,50,7,500,15,Urea
60,50,55,7.5,600,20,Urea
65,50,55,7.5,600,20,Urea
70,50,55,7.5,600,20,Urea
75,50,55,7.5,600,20,Urea
80,50,55,7.5,600,20,Urea
60,55,60,6,700,25,Urea
65,55,60,6,700,25,Urea
70,55,60,6,700,25,Urea
75,55,60,6,700,25,Urea
80,55,60,6,700,25,Urea
60,60,40,6.5,500,15,Urea
65,60,40,6.5,500,15,Urea
70,60,40,6.5,500,15,Urea
75,60,40,6.5,500,15,Urea
80,60,40,6.5,500,15,Urea
60,40,50,7,600,20,19:19:19 NPK
65,40,50,7,600,20,19:19:19 NPK
70,40,50,7,600,20,19:19:19 NPK
75,40,50,7,600,20,19:19:19 NPK
80,40,50,7,600,20,19:19:19 NPK
60,45,55,7.5,700,25,19:19:19 NPK
65,45,55,7.5,700,25,19:19:19 NPK
70,45,55,7.5,700,25,19:19:19 NPK
75,45,55,7.5,700,25,19:19:19 NPK
80,45,55,7.5,700,25,19:19:19 NPK
60,50,60,6,500,15,19:19:19 NPK
65,50,60,6,500,15,19:19:19 NPK
70,50,60,6,500,15,19:19:19 NPK
75,50,60,6,500,15,19:19:19 NPK
80,50,60,6,500,15,19:19:19 NPK
60,55,40,6.5,600,20,19:19:19 NPK
65,55,40,6.5,600,20,19:19:19 NPK
70,55,40,6.5,600,20,19:19:19 NPK
75,55,40,6.5,600,20,19:19:19 NPK
80,55,40,6.5,600,20,19:19:19 NPK
60,60,45,7,700,25,19:19:19 NPK
65,60,45,7,700,25,19:19:19 NPK
70,60,45,7,700,25,19:19:19 NPK
75,60,45,7,700,25,19:19:19 NPK
80,60,45,7,700,25,19:19:19 NPK
60,40,55,7.5,500,15,Urea
65,40,55,7.5,500,15,Urea
70,40,55,7.5,500,15,Urea
75,40,55,7.5,500,15,Urea
80,40,55,7.5,500,15,Urea
60,45,60,6,600,20,Urea
65,45,60,6,600,20,Urea
70,45,60,6,600,20,Urea
75,45,60,6,600,20,Urea
80,45,60,6,600,20,Urea
60,50,40,6.5,700,25,Urea
65,50,40,6.5,700,25,Urea
70,50,40,6.5,700,25,Urea
75,50,40,6.5,700,25,Urea
80,50,40,6.5,700,25,Urea
60,55,45,7,500,15,Urea
65,55,45,7,500,15,Urea
70,55,45,7,500,15,Urea
75,55,45,7,500,15,Urea
80,55,45,7,500,15,Urea
60,60,50,7.5,600,20,Urea
65,60,50,7.5,600,20,Urea
70,60,50,7.5,600,20,Urea
75,60,50,7.5,600,20,Urea
80,60,50,7.5,600,20,Urea
60,40,60,6,700,25,19:19:19 NPK
65,40,60,6,700,25,19:19:19 NPK
70,40,60,6,700,25,19:19:19 NPK
75,40,60,6,700,25,19:19:19 NPK
80,40,60,6,700,25,19:19:19 NPK
60,45,40,6.5,500,15,19:19:19 NPK
65,45,40,6.5,500,15,19:19:19 NPK
70,45,40,6.5,500,15,19:19:19 NPK
75,45,40,6.5,500,15,19:19:19 NPK
80,45,40,6.5,500,15,19:19:19 NPK
60,50,45,7,600,20,19:19:19 NPK
65,50,45,7,600,20,19:19:19 NPK
70,50,45,7,600,20,19:19:19 NPK
75,50,45,7,600,20,19:19:19 NPK
80,50,45,7,600,20,19:19:19 NPK
60,55,50,7.5,700,25,19:19:19 NPK
65,55,50,7.5,700,25,19:19:19 NPK
70,55,50,7.5,700,25,19:19:19 NPK
75,55,50,7.5,700,25,19:19:19 NPK
80,55,50,7.5,700,25,19:19:19 NPK
60,60,55,6,500,15,19:19:19 NPK
65,60,55,6,500,15,19:19:19 NPK
70,60,55,6,500,15,19:19:19 NPK
75,60,55,6,500,15,19:19:19 NPK
80,60,55,6,500,15,19:19:19 NPK
120,60,80,6.5,700,20,DAP
125,60,80,6.5,700,20,DAP
130,60,80,6.5,700,20,DAP
135,60,80,6.5,700,20,DAP
140,60,80,6.5,700,20,DAP
145,60,80,6.5,700,20,DAP
150,60,80,6.5,700,20,DAP
120,65,85,7,800,25,DAP
125,65,85,7,800,25,DAP
130,65,85,7,800,25,DAP
135,65,85,7,800,25,DAP
140,65,85,7,800,25,DAP
145,65,85,7,800,25,DAP
150,65,85,7,800,25,DAP
120,70,90,6.5,700,30,DAP
125,70,90,6.5,700,30,DAP
130,70,90,6.5,700,30,DAP
135,70,90,6.5,700,30,DAP
140,70,90,6.5,700,30,DAP
145,70,90,6.5,700,30,DAP
150,70,90,6.5,700,30,DAP
120,75,95,7,800,20,DAP
125,75,95,7,800,20,DAP
130,75,95,7,800,20,DAP
135,75,95,7,800,20,DAP
140,75,95,7,800,20,DAP
145,75,95,7,800,20,DAP
150,75,95,7,800,20,DAP
120,80,100,6.5,700,25,DAP
125,80,100,6.5,700,25,DAP
130,80,100,6.5,700,25,DAP
135,80,100,6.5,700,25,DAP
140,80,100,6.5,700,25,DAP
145,80,100,6.5,700,25,DAP
150,80,100,6.5,700,25,DAP
120,60,85,7,800,30,Urea
125,60,85,7,800,30,Urea
130,60,85,7,800,30,Urea
135,60,85,7,800,30,Urea
140,60,85,7,800,30,Urea
145,60,85,7,800,30,Urea
150,60,85,7,800,30,Urea
120,65,90,6.5,700,20,Urea
125,65,90,6.5,700,20,Urea
130,65,90,6.5,700,20,Urea
135,65,90,6.5,700,20,Urea
140,65,90,6.5,700,20,Urea
145,65,90,6.5,700,20,Urea
150,65,90,6.5,700,20,Urea
120,70,95,7,800,25,Urea
125,70,95,7,800,25,Urea
130,70,95,7,800,25,Urea
135,70,95,7,800,25,Urea
140,70,95,7,800,25,Urea
145,70,95,7,800,25,Urea
150,70,95,7,800,25,Urea
120,75,100,6.5,700,30,Urea
125,75,100,6.5,700,30,Urea
130,75,100,6.5,700,30,Urea
135,75,100,6.5,700,30,Urea
140,75,100,6.5,700,30,Urea
145,75,100,6.5,700,30,Urea
150,75,100,6.5,700,30,Urea
120,80,80,7,800,20,Urea
125,80,80,7,800,20,Urea
130,80,80,7,800,20,Urea
135,80,80,7,800,20,Urea
140,80,80,7,800,20,Urea
145,80,80,7,800,20,Urea
150,80,80,7,800,20,Urea
120,60,90,6.5,700,25,MOP
125,60,90,6.5,700,25,MOP
130,60,90,6.5,700,25,MOP
135,60,90,6.5,700,25,MOP
140,60,90,6.5,700,25,MOP
145,60,90,6.5,700,25,MOP
150,60,90,6.5,700,25,MOP
120,65,95,7,800,30,MOP
125,65,95,7,800,30,MOP
130,65,95,7,800,30,MOP
135,65,95,7,800,30,MOP
140,65,95,7,800,30,MOP
145,65,95,7,800,30,MOP
150,65,95,7,800,30,MOP
120,70,100,6.5,700,20,MOP
125,70,100,6.5,700,20,MOP
130,70,100,6.5,700,20,MOP
135,70,100,6.5,700,20,MOP
140,70,100,6.5,700,20,MOP
145,70,100,6.5,700,20,MOP
150,70,100,6.5,700,20,MOP
120,75,80,7,800,25,MOP
125,75,80,7,800,25,MOP
130,75,80,7,800,25,MOP
135,75,80,7,800,25,MOP
140,75,80,7,800,25,MOP
145,75,80,7,800,25,MOP
150,75,80,7,800,25,MOP
120,80,85,6.5,700,30,MOP
125,80,85,6.5,700,30,MOP
130,80,85,6.5,700,30,MOP
135,80,85,6.5,700,30,MOP
140,80,85,6.5,700,30,MOP
145,80,85,6.5,700,30,MOP
150,80,85,6.5,700,30,MOP
120,60,95,7,800,20,DAP
125,60,95,7,800,20,DAP
130,60,95,7,800,20,DAP
135,60,95,7,800,20,DAP
140,60,95,7,800,20,DAP
145,60,95,7,800,20,DAP
150,60,95,7,800,20,DAP
120,65,100,6.5,700,25,DAP
125,65,100,6.5,700,25,DAP
130,65,100,6.5,700,25,DAP
135,65,100,6.5,700,25,DAP
140,65,100,6.5,700,25,DAP
145,65,100,6.5,700,25,DAP
150,65,100,6.5,700,25,DAP
120,70,80,7,800,30,DAP
125,70,80,7,800,30,DAP
130,70,80,7,800,30,DAP
135,70,80,7,800,30,DAP
140,70,80,7,800,30,DAP
145,70,80,7,800,30,DAP
150,70,80,7,800,30,DAP
120,75,85,6.5,700,20,DAP
125,75,85,6.5,700,20,DAP
130,75,85,6.5,700,20,DAP
135,75,85,6.5,700,20,DAP
140,75,85,6.5,700,20,DAP
145,75,85,6.5,700,20,DAP
150,75,85,6.5,700,20,DAP
120,80,90,7,800,25,DAP
125,80,90,7,800,25,DAP
130,80,90,7,800,25,DAP
135,80,90,7,800,25,DAP
140,80,90,7,800,25,DAP
145,80,90,7,800,25,DAP
150,80,90,7,800,25,DAP
120,60,100,6.5,700,30,Urea
125,60,100,6.5,700,30,Urea
130,60,100,6.5,700,30,Urea
135,60,100,6.5,700,30,Urea
140,60,100,6.5,700,30,Urea
145,60,100,6.5,700,30,Urea
150,60,100,6.5,700,30,Urea
120,65,80,7,800,20,Urea
125,65,80,7,800,20,Urea
130,65,80,7,800,20,Urea
135,65,80,7,800,20,Urea
140,65,80,7,800,20,Urea
145,65,80,7,800,20,Urea
150,65,80,7,800,20,Urea
120,70,85,6.5,700,25,Urea
125,70,85,6.5,700,25,Urea
130,70,85,6.5,700,25,Urea
135,70,85,6.5,700,25,Urea
140,70,85,6.5,700,25,Urea
145,70,85,6.5,700,25,Urea
150,70,85,6.5,700,25,Urea
120,75,90,7,800,30,Urea
125,75,90,7,800,30,Urea
130,75,90,7,800,30,Urea
135,75,90,7,800,30,Urea
140,75,90,7,800,30,Urea
145,75,90,7,800,30,Urea
150,75,90,7,800,30,Urea
120,80,95,6.5,700,20,Urea
125,80,95,6.5,700,20,Urea
130,80,95,6.5,700,20,Urea
135,80,95,6.5,700,20,Urea
140,80,95,6.5,700,20,Urea
145,80,95,6.5,700,20,Urea
150,80,95,6.5,700,20,Urea
80,40,120,6,700,20,Ferrous Sulphate
85,40,120,6,700,20,Ferrous Sulphate
90,40,120,6,700,20,Ferrous Sulphate
95,40,120,6,700,20,Ferrous Sulphate
100,40,120,6,700,20,Ferrous Sulphate
80,45,125,6.5,800,25,Ferrous Sulphate
85,45,125,6.5,800,25,Ferrous Sulphate
90,45,125,6.5,800,25,Ferrous Sulphate
95,45,125,6.5,800,25,Ferrous Sulphate
100,45,125,6.5,800,25,Ferrous Sulphate
80,50,130,7,700,30,Ferrous Sulphate
85,50,130,7,700,30,Ferrous Sulphate
90,50,130,7,700,30,Ferrous Sulphate
95,50,130,7,700,30,Ferrous Sulphate
100,50,130,7,700,30,Ferrous Sulphate
80,55,135,7.5,800,20,Ferrous Sulphate
85,55,135,7.5,800,20,Ferrous Sulphate
90,55,135,7.5,800,20,Ferrous Sulphate
95,55,135,7.5,800,20,Ferrous Sulphate
100,55,135,7.5,800,20,Ferrous Sulphate
80,60,140,6,700,25,Ferrous Sulphate
85,60,140,6,700,25,Ferrous Sulphate
90,60,140,6,700,25,Ferrous Sulphate
95,60,140,6,700,25,Ferrous Sulphate
100,60,140,6,700,25,Ferrous Sulphate
80,40,125,6.5,800,30,10:10:10 NPK
85,40,125,6.5,800,30,10:10:10 NPK
90,40,125,6.5,800,30,10:10:10 NPK
95,40,125,6.5,800,30,10:10:10 NPK
100,40,125,6.5,800,30,10:10:10 NPK
80,45,130,7,700,20,10:10:10 NPK
85,45,130,7,700,20,10:10:10 NPK
90,45,130,7,700,20,10:10:10 NPK
95,45,130,7,700,20,10:10:10 NPK
100,45,130,7,700,20,10:10:10 NPK
80,50,135,7.5,800,25,10:10:10 NPK
85,50,135,7.5,800,25,10:10:10 NPK
90,50,135,7.5,800,25,10:10:10 NPK
95,50,135,7.5,800,25,10:10:10 NPK
100,50,135,7.5,800,25,10:10:10 NPK
80,55,140,6,700,30,10:10:10 NPK
85,55,140,6,700,30,10:10:10 NPK
90,55,140,6,700,30,10:10:10 NPK
95,55,140,6,700,30,10:10:10 NPK
100,55,140,6,700,30,10:10:10 NPK
80,60,120,6.5,800,20,10:10:10 NPK
85,60,120,6.5,800,20,10:10:10 NPK
90,60,120,6.5,800,20,10:10:10 NPK
95,60,120,6.5,800,20,10:10:10 NPK
100,60,120,6.5,800,20,10:10:10 NPK
80,40,130,7,700,25,Hydrated Lime
85,40,130,7,700,25,Hydrated Lime
90,40,130,7,700,25,Hydrated Lime
95,40,130,7,700,25,Hydrated Lime
100,40,130,7,700,25,Hydrated Lime
80,45,135,7.5,800,30,Hydrated Lime
85,45,135,7.5,800,30,Hydrated Lime
90,45,135,7.5,800,30,Hydrated Lime
95,45,135,7.5,800,30,Hydrated Lime
100,45,135,7.5,800,30,Hydrated Lime
80,50,140,6,700,20,Hydrated Lime
85,50,140,6,700,20,Hydrated Lime
90,50,140,6,700,20,Hydrated Lime
95,50,140,6,700,20,Hydrated Lime
100,50,140,6,700,20,Hydrated Lime
80,55,120,6.5,800,25,Hydrated Lime
85,55,120,6.5,800,25,Hydrated Lime
90,55,120,6.5,800,25,Hydrated Lime
95,55,120,6.5,800,25,Hydrated Lime
100,55,120,6.5,800,25,Hydrated Lime
80,60,125,7,700,30,Hydrated Lime
85,60,125,7,700,30,Hydrated Lime
90,60,125,7,700,30,Hydrated Lime
95,60,125,7,700,30,Hydrated Lime
100,60,125,7,700,30,Hydrated Lime
80,40,135,7.5,800,20,Ferrous Sulphate
85,40,135,7.5,800,20,Ferrous Sulphate
90,40,135,7.5,800,20,Ferrous Sulphate
95,40,135,7.5,800,20,Ferrous Sulphate
100,40,135,7.5,800,20,Ferrous Sulphate
80,45,140,6,700,25,Ferrous Sulphate
85,45,140,6,700,25,Ferrous Sulphate
90,45,140,6,700,25,Ferrous Sulphate
95,45,140,6,700,25,Ferrous Sulphate
100,45,140,6,700,25,Ferrous Sulphate
80,50,120,6.5,800,30,Ferrous Sulphate
85,50,120,6.5,800,30,Ferrous Sulphate
90,50,120,6.5,800,30,Ferrous Sulphate
95,50,120,6.5,800,30,Ferrous Sulphate
100,50,120,6.5,800,30,Ferrous Sulphate
80,55,125,7,700,20,Ferrous Sulphate
85,55,125,7,700,20,Ferrous Sulphate
90,55,125,7,700,20,Ferrous Sulphate
95,55,125,7,700,20,Ferrous Sulphate
100,55,125,7,700,20,Ferrous Sulphate
80,60,130,7.5,800,25,Ferrous Sulphate
85,60,130,7.5,800,25,Ferrous Sulphate
90,60,130,7.5,800,25,Ferrous Sulphate
95,60,130,7.5,800,25,Ferrous Sulphate
100,60,130,7.5,800,25,Ferrous Sulphate
80,40,140,6,700,30,10:10:10 NPK
85,40,140,6,700,30,10:10:10 NPK
90,40,140,6,700,30,10:10:10 NPK
95,40,140,6,700,30,10:10:10 NPK
100,40,140,6,700,30,10:10:10 NPK
80,45,120,6.5,800,20,10:10:10 NPK
85,45,120,6.5,800,20,10:10:10 NPK
90,45,120,6.5,800,20,10:10:10 NPK
95,45,120,6.5,800,20,10:10:10 NPK
100,45,120,6.5,800,20,10:10:10 NPK
80,50,125,7,700,25,10:10:10 NPK
85,50,125,7,700,25,10:10:10 NPK
90,50,125,7,700,25,10:10:10 NPK
95,50,125,7,700,25,10:10:10 NPK
100,50,125,7,700,25,10:10:10 NPK
80,55,130,7.5,800,30,10:10:10 NPK
85,55,130,7.5,800,30,10:10:10 NPK
90,55,130,7.5,800,30,10:10:10 NPK
95,55,130,7.5,800,30,10:10:10 NPK
100,55,130,7.5,800,30,10:10:10 NPK
80,60,135,6,700,20,10:10:10 NPK
85,60,135,6,700,20,10:10:10 NPK
90,60,135,6,700,20,10:10:10 NPK
95,60,135,6,700,20,10:10:10 NPK
100,60,135,6,700,20,10:10:10 NPK
120,60,40,5.5,500,20,MOP
125,60,40,5.5,500,20,MOP
130,60,40,5.5,500,20,MOP
135,60,40,5.5,500,20,MOP
140,60,40,5.5,500,20,MOP
145,60,40,5.5,500,20,MOP
150,60,40,5.5,500,20,MOP
120,65,45,6,600,25,MOP
125,65,45,6,600,25,MOP
130,65,45,6,600,25,MOP
135,65,45,6,600,25,MOP
140,65,45,6,600,25,MOP
145,65,45,6,600,25,MOP
150,65,45,6,600,25,MOP
120,70,50,6.5,500,30,MOP
125,70,50,6.5,500,30,MOP
130,70,50,6.5,500,30,MOP
135,70,50,6.5,500,30,MOP
140,70,50,6.5,500,30,MOP
145,70,50,6.5,500,30,MOP
150,70,50,6.5,500,30,MOP
120,75,55,7,600,20,MOP
125,75,55,7,600,20,MOP
130,75,55,7,600,20,MOP
135,75,55,7,600,20,MOP
140,75,55,7,600,20,MOP
145,75,55,7,600,20,MOP
150,75,55,7,600,20,MOP
120,80,60,7.5,500,25,MOP
125,80,60,7.5,500,25,MOP
130,80,60,7.5,500,25,MOP
135,80,60,7.5,500,25,MOP
140,80,60,7.5,500,25,MOP
145,80,60,7.5,500,25,MOP
150,80,60,7.5,500,25,MOP
120,60,45,5.5,600,30,SSP
125,60,45,5.5,600,30,SSP
130,60,45,5.5,600,30,SSP
135,60,45,5.5,600,30,SSP
140,60,45,5.5,600,30,SSP
145,60,45,5.5,600,30,SSP
150,60,45,5.5,600,30,SSP
120,65,50,6,500,20,SSP
125,65,50,6,500,20,SSP
130,65,50,6,500,20,SSP
135,65,50,6,500,20,SSP
140,65,50,6,500,20,SSP
145,65,50,6,500,20,SSP
150,65,50,6,500,20,SSP
120,70,55,6.5,600,25,SSP
125,70,55,6.5,600,25,SSP
130,70,55,6.5,600,25,SSP
135,70,55,6.5,600,25,SSP
140,70,55,6.5,600,25,SSP
145,70,55,6.5,600,25,SSP
150,70,55,6.5,600,25,SSP
120,75,60,7,500,30,SSP
125,75,60,7,500,30,SSP
130,75,60,7,500,30,SSP
135,75,60,7,500,30,SSP
140,75,60,7,500,30,SSP
145,75,60,7,500,30,SSP
150,75,60,7,500,30,SSP
120,80,40,7.5,600,20,SSP
125,80,40,7.5,600,20,SSP
130,80,40,7.5,600,20,SSP
135,80,40,7.5,600,20,SSP
140,80,40,7.5,600,20,SSP
145,80,40,7.5,600,20,SSP
150,80,40,7.5,600,20,SSP
120,60,50,5.5,500,25,Urea
125,60,50,5.5,500,25,Urea
130,60,50,5.5,500,25,Urea
135,60,50,5.5,500,25,Urea
140,60,50,5.5,500,25,Urea
145,60,50,5.5,500,25,Urea
150,60,50,5.5,500,25,Urea
120,65,55,6,600,30,Urea
125,65,55,6,600,30,Urea
130,65,55,6,600,30,Urea
135,65,55,6,600,30,Urea
140,65,55,6,600,30,Urea
145,65,55,6,600,30,Urea
150,65,55,6,600,30,Urea
120,70,60,6.5,500,20,Urea
125,70,60,6.5,500,20,Urea
130,70,60,6.5,500,20,Urea
135,70,60,6.5,500,20,Urea
140,70,60,6.5,500,20,Urea
145,70,60,6.5,500,20,Urea
150,70,60,6.5,500,20,Urea
120,75,40,7,600,25,Urea
125,75,40,7,600,25,Urea
130,75,40,7,600,25,Urea
135,75,40,7,600,25,Urea
140,75,40,7,600,25,Urea
145,75,40,7,600,25,Urea
150,75,40,7,600,25,Urea
120,80,45,7.5,500,30,Urea
125,80,45,7.5,500,30,Urea
130,80,45,7.5,500,30,Urea
135,80,45,7.5,500,30,Urea
140,80,45,7.5,500,30,Urea
145,80,45,7.5,500,30,Urea
150,80,45,7.5,500,30,Urea
120,60,55,5.5,600,20,MOP
125,60,55,5.5,600,20,MOP
130,60,55,5.5,600,20,MOP
135,60,55,5.5,600,20,MOP
140,60,55,5.5,600,20,MOP
145,60,55,5.5,600,20,MOP
150,60,55,5.5,600,20,MOP
120,65,60,6,500,25,MOP
125,65,60,6,500,25,MOP
130,65,60,6,500,25,MOP
135,65,60,6,500,25,MOP
140,65,60,6,500,25,MOP
145,65,60,6,500,25,MOP
150,65,60,6,500,25,MOP
120,70,40,6.5,600,30,MOP
125,70,40,6.5,600,30,MOP
130,70,40,6.5,600,30,MOP
135,70,40,6.5,600,30,MOP
140,70,40,6.5,600,30,MOP
145,70,40,6.5,600,30,MOP
150,70,40,6.5,600,30,MOP
120,75,45,7,500,20,MOP
125,75,45,7,500,20,MOP
130,75,45,7,500,20,MOP
135,75,45,7,500,20,MOP
140,75,45,7,500,20,MOP
145,75,45,7,500,20,MOP
150,75,45,7,500,20,MOP
120,80,50,7.5,600,25,MOP
125,80,50,7.5,600,25,MOP
130,80,50,7.5,600,25,MOP
135,80,50,7.5,600,25,MOP
140,80,50,7.5,600,25,MOP
145,80,50,7.5,600,25,MOP
150,80,50,7.5,600,25,MOP
120,60,60,5.5,500,30,SSP
125,60,60,5.5,500,30,SSP
130,60,60,5.5,500,30,SSP
135,60,60,5.5,500,30,SSP
140,60,60,5.5,500,30,SSP
145,60,60,5.5,500,30,SSP
150,60,60,5.5,500,30,SSP
120,65,40,6,600,20,SSP
125,65,40,6,600,20,SSP
130,65,40,6,600,20,SSP
135,65,40,6,600,20,SSP
140,65,40,6,600,20,SSP
145,65,40,6,600,20,SSP
150,65,40,6,600,20,SSP
120,70,45,6.5,500,25,SSP
125,70,45,6.5,500,25,SSP
